name,category,latitude,longitude,mood,budget,companion,area,time,description
Kumaran Theater,cinema,12.97191143,80.19222884,entertainment,mid,friends,Adyar,half a day,
Saravana Bhavan,fast_food,13.05438775,80.25621632,casual,low,solo,Nungambakkam,one hour,
Spencer's Food World,supermarket,13.04768927,80.2640996,errands,low,family,Nungambakkam,one hour,
kirubhai,convenience,12.9606985,80.2010386,errands,low,family,Adyar,one hour,
Jinove Restaurant,restaurant,12.95936747,80.2442285,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
MNM jain canteen- men,restaurant,12.94594861,80.24665658,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Sri Vidhya Bhavan,restaurant,13.03627039,80.22275718,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
PHC Canteen,restaurant,13.03653369,80.22220347,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Ayyanar Hotel,restaurant,12.99686005,80.25912815,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
One MB,restaurant,13.04966931,80.23981218,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Ibaco,restaurant,13.04984027,80.24012237,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Ampa Skywalk,mall,13.07350464,80.22142902,shop,high,friends,Nungambakkam,half a day,
Nexus Vijaya Forum Mall,mall,13.05087804,80.20949441,shop,high,friends,Nungambakkam,half a day,
Amma Unavagam,restaurant,12.97960455,80.18373655,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Amma Canteen,restaurant,13.0723411,80.23134905,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Ration Shop,convenience,13.07240435,80.2306064,errands,low,family,Nungambakkam,one hour,
Nathamuni Theatre,cinema,13.10318314,80.20231134,entertainment,mid,friends,Nungambakkam,half a day,
Velammal Store,supermarket,13.06635742,80.21938747,errands,low,family,Nungambakkam,one hour,
Anandha Bhavan,restaurant,13.05996225,80.27444106,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Akila Cafe,cafe,13.05093605,80.2274232,chill,mid,solo,Nungambakkam,two hours,
Sri Adhinath jain Temple,place_of_worship,13.02297545,80.22464655,misc,mid,solo,T. Nagar,one hour,
Peaches,restaurant,12.98964361,80.2190917,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Ibaco,restaurant,12.97677943,80.22235312,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Wangs Kitchen,restaurant,12.97676077,80.22231174,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Central park,park,12.89685769,80.22152544,relax,free,solo,Adyar,half a day,
Layalee,restaurant,13.02414265,80.2071558,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Eco park,park,13.01284076,80.24311357,relax,free,solo,T. Nagar,half a day,
Energy park,park,13.01219011,80.24318342,relax,free,solo,T. Nagar,half a day,
Science Park,park,13.01158317,80.24380537,relax,free,solo,Adyar,half a day,
Traffic Park,park,13.01157058,80.24309638,relax,free,solo,Adyar,half a day,
IIT colony park,park,12.93836384,80.20868124,relax,free,solo,Adyar,half a day,
Children Play area,park,13.00524289,80.23701222,relax,free,solo,Adyar,half a day,
Indra nagar park,park,12.9280006,80.23328827,relax,free,solo,Adyar,half a day,
Kaj Schmidt Memorial,monument,12.99942467,80.27211491,misc,mid,solo,Besant Nagar,one hour,
Modern Art Gallery,museum,12.92253581,80.25149152,cultural,low,solo,Adyar,two hours,
Pachayappas Ground,park,13.07289977,80.23269887,relax,free,solo,Nungambakkam,half a day,
Ampa Skywalk,mall,13.0734826,80.22149926,shop,high,friends,Nungambakkam,half a day,
Asiffe Biriyani,restaurant,12.96063042,80.25575519,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Palavakkam Play Ground,park,12.96306952,80.25993928,relax,free,solo,Adyar,half a day,
Thiruvanmiyur Park,park,12.97786745,80.26064629,relax,free,solo,Adyar,half a day,
Government Playground,park,12.98949249,80.25824697,relax,free,solo,Adyar,half a day,
Government Park,park,13.00173757,80.26612391,relax,free,solo,Adyar,half a day,
CSIR Canteen,restaurant,12.98729366,80.24510812,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Chettinad Saiva Bhavan,restaurant,13.04480557,80.26112187,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Tea shop,cafe,12.98951905,80.24165459,chill,mid,solo,Adyar,two hours,
The Rock Restaurant,restaurant,13.0914716,80.21793513,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Children Play Ground,park,13.11532076,80.22860682,relax,free,solo,Nungambakkam,half a day,
Campus Cafe,cafe,12.99242351,80.23074146,chill,mid,solo,Adyar,two hours,
Fishing With Chef Jonas,restaurant,12.95900167,80.25605345,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Sri Krishna Sweets,restaurant,13.04324073,80.23012689,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Corpora<tion Pa<rk,park,12.96192256,80.23323851,relax,free,solo,Adyar,half a day,
King park,park,12.98308517,80.19261126,relax,free,solo,Adyar,half a day,
Chennai Corporation Park & Childrens Play Ground,park,13.04989945,80.19870023,relax,free,solo,Nungambakkam,half a day,
Sai Nagar Park,park,12.95150896,80.23463182,relax,free,solo,Adyar,half a day,
ABC Rohini park,park,13.08901268,80.19806214,relax,free,solo,Nungambakkam,half a day,
anna,park,13.00931959,80.23514851,relax,free,solo,T. Nagar,half a day,
Total mall,mall,13.04297733,80.23340113,shop,high,friends,T. Nagar,half a day,
Kammkottai Park,park,12.94146672,80.2126663,relax,free,solo,Adyar,half a day,
Play area,park,12.94109067,80.2165124,relax,free,solo,Adyar,half a day,
Park that belongs to Prestige Cyber towers,park,12.91204243,80.22875423,relax,free,solo,Adyar,half a day,
Food court 2,cafe,12.91055059,80.22259204,chill,mid,solo,Adyar,two hours,
Food court 1,cafe,12.91023775,80.22237572,chill,mid,solo,Adyar,two hours,
Lawn near SDB 1,park,12.91052742,80.22183042,relax,free,solo,Adyar,half a day,
Public park,park,12.90178421,80.23094494,relax,free,solo,Adyar,half a day,
Kosapet Park,park,13.09296459,80.25661026,relax,free,solo,Nungambakkam,half a day,
Himalaya Lawns,park,12.98670683,80.23603777,relax,free,solo,Adyar,half a day,
Nehru Nagar Park,park,12.93196827,80.23000523,relax,free,solo,Adyar,half a day,
osr,park,13.04881504,80.20569135,relax,free,solo,Nungambakkam,half a day,
R.B.S.Q school playground,park,12.99665835,80.2663994,relax,free,solo,Adyar,half a day,
Saravana Bhavan,fast_food,13.02241572,80.20615771,casual,low,solo,T. Nagar,one hour,
Vidyodaya School Play Ground,park,13.05045905,80.24094372,relax,free,solo,Nungambakkam,half a day,
Prarthana Drive-In Theater,cinema,12.92998982,80.25259509,entertainment,mid,friends,Adyar,half a day,
Velachery Railway playground,park,12.96561863,80.21859093,relax,free,solo,Adyar,half a day,
Thirumalai Nagar Park,park,12.96129233,80.24234397,relax,free,solo,Adyar,half a day,
Thirunagar Park,park,13.10084893,80.20399464,relax,free,solo,Nungambakkam,half a day,
Nandanam Metro Park,park,13.02707391,80.24215026,relax,free,solo,T. Nagar,half a day,
Mayor Sundar Rao Naidu Park,park,13.06510298,80.26065259,relax,free,solo,Nungambakkam,half a day,
Gandhi park,park,13.09387404,80.19611248,relax,free,solo,Nungambakkam,half a day,
I block Park,park,13.09378432,80.19972878,relax,free,solo,Nungambakkam,half a day,
J Block park,park,13.08984927,80.19965013,relax,free,solo,Nungambakkam,half a day,
Brinley garden park,park,13.08976791,80.20168193,relax,free,solo,Nungambakkam,half a day,
ICF playground,park,13.09693028,80.2138716,relax,free,solo,Nungambakkam,half a day,
Sowmya Nagar Park,park,12.90899908,80.19295146,relax,free,solo,Adyar,half a day,
Rotary Park,park,12.98639781,80.19305248,relax,free,solo,Adyar,half a day,
Ganga nagar play ground,park,12.96425084,80.18568708,relax,free,solo,Adyar,half a day,
Sheela nagar park,park,12.96668483,80.2029872,relax,free,solo,Adyar,half a day,
Corporation Park,park,12.89713593,80.22409068,relax,free,solo,Adyar,half a day,
Cafe Coffee Day,cafe,12.99130957,80.23424106,chill,mid,solo,Adyar,two hours,
Jains Park,park,12.95771151,80.24042033,relax,free,solo,Adyar,half a day,
Hotel Raaj Bhavan,restaurant,13.06420575,80.24330625,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Jeyachandran Mall,mall,12.92134286,80.19756297,shop,high,friends,Adyar,half a day,
Children Play Area / Park,park,13.00193211,80.2656399,relax,free,solo,Adyar,half a day,
Government Park,park,13.09066777,80.22498463,relax,free,solo,Nungambakkam,half a day,
VR Chennai,mall,13.08097703,80.19644904,shop,high,friends,Nungambakkam,half a day,
Chetpat Eco Park,park,13.07541567,80.2418631,relax,free,solo,Nungambakkam,half a day,
Saravana Bhavan,fast_food,12.99634461,80.19018601,casual,low,solo,T. Nagar,one hour,
Cantonment Park,park,12.9709897,80.14867432,relax,free,solo,Adyar,half a day,
Annapoorna Veg Hotel,restaurant,12.98585738,80.26083743,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
friends snacks,restaurant,12.98453668,80.2616504,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Marudeeswarar Temple,place_of_worship,12.98486888,80.25994196,misc,mid,solo,Adyar,one hour,
TRIL Central Park,park,12.99149843,80.2478666,relax,free,solo,Adyar,half a day,
Secretariat Colony Govt Park,park,12.93777395,80.24493323,relax,free,solo,Adyar,half a day,
Corporation Park,park,12.89762196,80.22242915,relax,free,solo,Adyar,half a day,
puzhuthivakkam park,park,12.96904623,80.20137439,relax,free,solo,Adyar,half a day,
Krishnan Park,park,13.04963031,80.19467668,relax,free,solo,Nungambakkam,half a day,
Garden Area Wipro near CDC 5,park,12.90587308,80.22002463,relax,free,solo,Adyar,half a day,
Wipro CDC 2 Lawn Area with a Ampitheatre,park,12.9069321,80.22493804,relax,free,solo,Adyar,half a day,
GOCHS Park,park,12.99678104,80.26755758,relax,free,solo,Adyar,half a day,
Ampitheatre with Lawn near S4 and S3 towers,park,12.90826879,80.22394949,relax,free,solo,Adyar,half a day,
Artificial Lawn area inside a building with open roof space,park,12.9085889,80.22571438,relax,free,solo,Adyar,half a day,
Aadukalam,park,12.90964532,80.22218405,relax,free,solo,Adyar,half a day,
SDB4 lawn,park,12.90895044,80.22350774,relax,free,solo,Adyar,half a day,
SDB5 Lawn,park,12.90865948,80.22481619,relax,free,solo,Adyar,half a day,
Lawn Area,park,12.9067876,80.22554971,relax,free,solo,Adyar,half a day,
Ramappa Nagar Park,park,12.9637955,80.24269529,relax,free,solo,Adyar,half a day,
Municipality Park,park,12.97398146,80.21412052,relax,free,solo,Adyar,half a day,
Medavakkam park,park,12.91768869,80.17932251,relax,free,solo,Adyar,half a day,
AGS Garden Park,park,13.01974995,80.16154702,relax,free,solo,T. Nagar,half a day,
Hotel Anandha,restaurant,12.96645908,80.18849397,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Outdoor exercise area,park,12.97825288,80.18625438,relax,free,solo,Adyar,half a day,
Roadside park,park,12.97767819,80.18732875,relax,free,solo,Adyar,half a day,
Mascarpone Cafe,restaurant,12.87341116,80.24352185,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Sri Sai Bhavan,restaurant,12.97419379,80.19226291,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Corporation Park cum Playground,park,12.9787702,80.25488642,relax,free,solo,Adyar,half a day,
Corporation Park,park,12.97838616,80.22104492,relax,free,solo,Adyar,half a day,
Dr. M. G. Ramachandran Memorial Arch,monument,13.06078105,80.2826629,misc,mid,solo,Nungambakkam,one hour,
Tamil Nadu Legislative Assembly Diamond Jubilee Arch,monument,13.07161922,80.28518083,misc,mid,solo,Nungambakkam,one hour,
Ration Shop,convenience,13.03715214,80.19545207,errands,low,family,T. Nagar,one hour,
Nakshatra Pure Veg,restaurant,12.96467373,80.21209512,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Vivekananda Heritage Museum,museum,13.0494586,80.28032617,cultural,low,solo,Nungambakkam,two hours,
Vivekananda Park,park,13.04912426,80.28036853,relax,free,solo,Nungambakkam,half a day,
Jothi Theatre,cinema,13.0061844,80.20140245,entertainment,mid,friends,T. Nagar,half a day,
PVR Cinemas,cinema,12.86321875,80.24168639,entertainment,mid,friends,Adyar,half a day,
Chemmancherry Park,park,12.87454328,80.21066229,relax,free,solo,Adyar,half a day,
Col. Dr. Jeppiaar Memorial,memorial,12.87323804,80.22129472,misc,mid,solo,Adyar,one hour,
Loane Square,park,13.09098222,80.28539055,relax,free,solo,Nungambakkam,half a day,
Anderson Church,place_of_worship,13.08897166,80.28850587,misc,mid,solo,Nungambakkam,one hour,
State Bank of Mysore Building,building,13.08900471,80.28875591,misc,mid,solo,Nungambakkam,one hour,
Bombay Mutual Insurance Building,building,13.08907916,80.28919842,misc,mid,solo,Nungambakkam,one hour,
TNSC Building,building,13.08905898,80.28968954,misc,mid,solo,Nungambakkam,one hour,
Dare House,building,13.08926391,80.29029244,misc,mid,solo,Nungambakkam,one hour,
Neo Rangavilas Vegetarian Restaurant,restaurant,13.08876187,80.287211,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Smith Stocking & Co,pharmacy,13.08873214,80.2871153,misc,mid,solo,Nungambakkam,one hour,
National Insurance Buildings,building,13.08883145,80.28660091,misc,mid,solo,Nungambakkam,one hour,
South India House,building,13.09258009,80.28846083,misc,mid,solo,Nungambakkam,one hour,
St. Mary's Co-Cathedral,place_of_worship,13.08972077,80.28735427,misc,mid,solo,Nungambakkam,one hour,
Armenian Church of the Virgin Mary,place_of_worship,13.08919791,80.28732145,misc,mid,solo,Nungambakkam,one hour,
Himalaya Mess,restaurant,12.98714124,80.23603479,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Zaitoon Restaurant (Quark Building),restaurant,12.98546042,80.23647851,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Cornwallis Cupola,monument,13.08035201,80.28751713,misc,mid,solo,Nungambakkam,one hour,
Fort St. George Museum,museum,13.08073147,80.28760774,cultural,low,solo,Nungambakkam,two hours,
Naval Park,park,13.06941662,80.28515074,relax,free,solo,Nungambakkam,half a day,
New Ramakrishna Lunch Home,restaurant,13.08869701,80.28609932,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Alexander Park,park,13.09993267,80.25539573,relax,free,solo,Nungambakkam,half a day,
St. Thomas Gate,city_gate,13.07742148,80.28578574,misc,mid,solo,Nungambakkam,one hour,
Wallajah Gate,city_gate,13.0790043,80.28434847,misc,mid,solo,Nungambakkam,one hour,
St. George's Gate,city_gate,13.08135195,80.28490834,misc,mid,solo,Nungambakkam,one hour,
North Gate,city_gate,13.08207994,80.28722385,misc,mid,solo,Nungambakkam,one hour,
Wake Cup Chai,cafe,13.09370102,80.29156733,chill,mid,solo,Nungambakkam,two hours,
Hynmers Obelisk,memorial,13.08722777,80.28578074,misc,mid,solo,Nungambakkam,one hour,
Madras High Court Museum,museum,13.08609412,80.28658733,cultural,low,solo,Nungambakkam,two hours,
Hotel Zum Zum,restaurant,13.09392721,80.29123309,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Hotel National,restaurant,13.09339011,80.29105365,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Udangudi karupatti kapi,cafe,13.09613795,80.28939827,chill,mid,solo,Nungambakkam,two hours,
"Tamil Nadu Police Canteen, Pudupet",restaurant,13.06862719,80.26225173,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Albert Theatres,cinema,13.07622307,80.26381856,entertainment,mid,friends,Nungambakkam,half a day,
Hotel Bright,restaurant,13.0975091,80.29318945,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Turtle Park,park,13.00251639,80.27206088,relax,free,solo,Besant Nagar,half a day,
Annalakshmi,restaurant,13.07108656,80.25203933,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Governor's Bungalow,manor,12.99740763,80.27154546,misc,mid,solo,Besant Nagar,one hour,
Egmore Childrens Museum,museum,13.06998324,80.2564218,cultural,low,solo,Nungambakkam,two hours,
Chennai Government Museum,museum,13.07126627,80.25677925,cultural,low,solo,Nungambakkam,two hours,
Pully Gate,city_gate,13.10378552,80.28854513,misc,mid,solo,Nungambakkam,one hour,
Cooum River Fountain,ruins,13.06943995,80.28310903,misc,mid,solo,Nungambakkam,one hour,
Gandhi Nagar Ground,park,13.01134672,80.25434404,relax,free,solo,Adyar,half a day,
Spencer Plaza,mall,13.06163693,80.26108207,shop,high,friends,Nungambakkam,half a day,
Victoria Technical Institute,attraction,13.0605151,80.26052378,touristy,low,family,Nungambakkam,full day,
Victory Park,park,13.07349566,80.28565099,relax,free,solo,Nungambakkam,half a day,
Casino Theatre,cinema,13.06869674,80.27013889,entertainment,mid,friends,Nungambakkam,half a day,
The Mail,building,13.07044099,80.27317411,misc,mid,solo,Nungambakkam,one hour,
Kasturi Buildings,building,13.07072479,80.27336043,misc,mid,solo,Nungambakkam,one hour,
Napier Park,park,13.0733362,80.27309606,relax,free,solo,Nungambakkam,half a day,
Buckingham Canal Green,park,12.98523626,80.25234453,relax,free,solo,Adyar,half a day,
Warwick's Electric Theatre,building,13.06726404,80.26964963,misc,mid,solo,Nungambakkam,one hour,
Devi Cineplex,cinema,13.06623954,80.27072878,entertainment,mid,friends,Nungambakkam,half a day,
Palladium,mall,12.99304528,80.2176997,shop,high,friends,Adyar,half a day,
Mint Park,park,13.10488976,80.27780165,relax,free,solo,Nungambakkam,half a day,
Maraimalai Adigal Bridge Monument,monument,13.01886975,80.22461615,misc,mid,solo,T. Nagar,one hour,
New Broadway Talkies,building,13.100221,80.28715585,misc,mid,solo,Nungambakkam,one hour,
Amma Museum,museum,13.06453552,80.28585575,cultural,low,solo,Nungambakkam,two hours,
Dr. Maruthur Gopalan Ramachandran Museum,museum,13.06498798,80.28504212,cultural,low,solo,Nungambakkam,two hours,
Spencer’s,convenience,13.05175062,80.22735521,errands,low,family,Nungambakkam,one hour,
Olive's kitchen,restaurant,13.01244633,80.23313186,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Batcha Theatre,cinema,13.09381167,80.28545059,entertainment,mid,friends,Nungambakkam,half a day,
Hotel Shree Venkateshwara,restaurant,13.0846473,80.27609873,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Corporation Park,park,13.10314747,80.27358554,relax,free,solo,Nungambakkam,half a day,
Melmaruvathur Adhiparasakthi Perambur Sakthi Peedam,place_of_worship,13.11305385,80.25830795,misc,mid,solo,Nungambakkam,one hour,
Sivagnanam Park,park,13.10260099,80.27876593,relax,free,solo,Nungambakkam,half a day,
Fort St. George,attraction,13.08034038,80.2852514,touristy,low,family,Nungambakkam,full day,
New Prakash Bhavan Pure Vegetarian,restaurant,13.08892176,80.2808692,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Prime Mart,supermarket,12.98758304,80.23781618,errands,low,family,Adyar,one hour,
Adityaram Palace,castle,12.89272692,80.24133798,misc,mid,solo,Adyar,one hour,
Amir Mahal,castle,13.05633139,80.26863611,misc,mid,solo,Nungambakkam,one hour,
Woodlands Symphony,cinema,13.05659588,80.26508264,entertainment,mid,friends,Nungambakkam,half a day,
Rajasthani Ground,park,13.09441798,80.27601754,relax,free,solo,Nungambakkam,half a day,
Seniamman Kovil Arch,monument,13.12527888,80.2876724,misc,mid,solo,Nungambakkam,one hour,
Cafe Coffee Day,cafe,13.03754659,80.23675639,chill,mid,solo,T. Nagar,two hours,
Cafe Coffee Day,cafe,13.03729536,80.2362652,chill,mid,solo,T. Nagar,two hours,
Babuji Memorial Ashram,park,13.01946483,80.17690421,relax,free,solo,T. Nagar,half a day,
Barathiyar Park,park,12.98298873,80.22184711,relax,free,solo,Adyar,half a day,
Elegant Pinnacle Park,park,12.87810895,80.21601586,relax,free,solo,Adyar,half a day,
MNM Jain canteen- women,restaurant,12.94595749,80.24652578,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
MNM Jain -Jain canteen,restaurant,12.94598419,80.24638374,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
MNM jain canteen,restaurant,12.94619392,80.24645817,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
MNM Jain - canteen,restaurant,12.94626431,80.24619,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Metropolitan Chennai Corporation Park,park,13.01422158,80.15622211,relax,free,solo,T. Nagar,half a day,
Kolapakkam Park,park,13.01292128,80.15679251,relax,free,solo,T. Nagar,half a day,
Canteen,fast_food,12.99596991,80.24656493,casual,low,solo,Adyar,one hour,Explore this exciting spot!
Bharani Bhavan,restaurant,13.07062703,80.23157928,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Amphi Theatre,cinema,13.01914354,80.26640031,entertainment,mid,friends,Adyar,half a day,
Temple,temple,13.02003183,80.26510125,spiritual,free,solo,Adyar,weekend trip,
BSR Mall,mall,12.94965318,80.24046385,shop,high,friends,Adyar,half a day,
DMart,supermarket,12.95604681,80.23708379,errands,low,family,Adyar,one hour,
Marina Beach,beach,13.0639,80.2834,relax,free,family,T. Nagar,full day,
Kapaleeshwarar Temple,place_of_worship,13.0334,80.2687,spiritual,free,family,T. Nagar,weekend trip,
Phoenix MarketCity, mall,13.0146,80.2073,shop,high,friends, T. Nagar,half a day,
Semmozhi Poonga, park,13.0505,80.2515,relax,free,solo, Nungambakkam,half a day,
Express Avenue Mall, mall,13.0586,80.2642,shop,high,friends, Nungambakkam,half a day,
Valluvar Kottam, monument,13.0543,80.2418,cultural,low,solo, Nungambakkam,two hours,
Birla Planetarium, planetarium,13.012,80.244,educational,mid,solo, Adyar,weekend trip,
San Thome Basilica, place_of_worship,13.0339,80.278,spiritual,free,solo, T. Nagar,weekend trip,
Elliots Beach, beach,13.0033,80.2697,relax,free,solo, Besant Nagar,full day,
Fort St. George, historical,13.0799,80.2887,historical,low,solo, Nungambakkam,full day,
T Nagar Shopping District, shopping,13.035,80.23,shop,mid,family,T. Nagar,half a day,
Guindy National Park, park,12.9995,80.2276,nature,low,family, Adyar,full day,
Arignar Anna Zoological Park, zoo,12.8795,80.0807,touristy,mid,family, Adyar,full day,
Cholamandal Artists' Village, art_gallery,12.9229,80.2517,cultural,low,solo, Adyar,two hours,
Queensland Amusement Park, amusement_park,12.9012,80.2275,fun,high,friends, Adyar,full day,
Connemara Public Library, library,13.0689,80.2673,quiet,free,solo, Nungambakkam,weekend trip,
Government Museum, museum,13.0689,80.2674,cultural,low,solo, Nungambakkam,full day,
Parthasarathy Temple, place_of_worship,13.0539,80.2764,spiritual,free,solo, Nungambakkam,weekend trip,
Vivekananda House, museum,13.0495,80.2803,historical,low,solo, Nungambakkam,weekend trip,
Thousand Lights Mosque, place_of_worship,13.0625,80.26,spiritual,free,solo, Nungambakkam,weekend trip,
Mayajaal Multiplex, cinema,12.83,80.223,entertainment,mid,friends, Adyar,half a day,
Taramani Barista, cafe,12.978,80.24,chill,mid,solo, Adyar,two hours,
Amethyst Cafe, cafe,13.0573,80.2598,chill,mid,solo, Nungambakkam,one hour,
Besant Nagar Beach Cafe, cafe,13.0025,80.27,chill,mid,solo, Besant Nagar,full day,
Murugan Idli Shop (Besant Nagar), restaurant,13.002,80.2695,casual,low,solo, Besant Nagar,two hours,
Bombay Brasserie, restaurant,13.06,80.247,romantic,high,date, Nungambakkam,two hours,
Copper Chimney, restaurant,13.0459,80.2582,romantic,high,date, T. Nagar,two hours,
Tuscana on Chamiers, restaurant,13.03,80.25,romantic,high,date, T. Nagar,two hours,
Zaras The Gastropub, pub,13.0457,80.2589,fun,high,friends, T. Nagar,half a day,
Pasha The Pub, pub,13.06,80.24,party,high,friends, Nungambakkam,one hour,
10 Downing Street, pub,13.055,80.25,fun,mid,friends, Nungambakkam,half a day,
Big Bazaar (T Nagar), supermarket,13.035,80.23,errands,low,family, T. Nagar,one hour,
Spencers Plaza, mall,13.06,80.25,shop,high,friends, Nungambakkam,half a day,
Anna Centenary Library, library,13.01,80.23,quiet,free,solo, Adyar,weekend trip,
Kalakshetra Foundation, cultural_center,12.99,80.27,cultural,low,solo, Adyar,two hours,
Chennai Rail Museum, museum,13.1004,80.2087,educational,low,family, Nungambakkam,weekend trip,
VGP Golden Beach, amusement_park,12.82,80.25,fun,high,family, Adyar,full day,Explore this exciting spot!
Kollywood Film City, attraction,12.85,80.22,touristy,mid,friends, Adyar,full day,
Loyola College Grounds, park,13.065,80.25,relax,free,solo, Nungambakkam,half a day,
Madras Boat Club, sports,13.04,80.27,active,mid,friends, T. Nagar,full day,
Chettinad Palace, historical,13.04,80.26,historical,low,solo, T. Nagar,full day,
Valluvar Kottam, monument,13.0543,80.2418,cultural,free,solo, Nungambakkam,full day,
May Day Park, park,13.0735,80.2732,relax,free,solo, Nungambakkam,half a day,
Periyar Science Park, park,13.0125,80.2436,educational,low,family, Adyar,weekend trip,
Children's Park (Guindy), park,13.0,80.23,relax,free,family, Adyar,half a day,
Kodambakkam Railway Station, landmark,13.05,80.22,misc,free,solo, Nungambakkam,one hour,
Egmore Museum Theatre, theater,13.0689,80.2675,cultural,mid,friends, Nungambakkam,two hours,
Music Academy, cultural_center,13.06,80.26,cultural,mid,solo, Nungambakkam,two hours,
Bharatiya Vidya Bhavan, cultural_center,13.04,80.25,cultural,free,solo, T. Nagar,weekend trip,
Chandra Mall, mall,13.07,80.2,shop,mid,friends, Nungambakkam,half a day,
Chennai Trade Centre, convention_center,13.0136,80.1902,business,free,solo, T. Nagar,one hour,
Anna Nagar Tower Park, park,13.0866,80.2143,relax,free,solo, Nungambakkam,half a day,
Kotturpuram Tree Park, park,13.0237,80.245,relax,free,friends,T. Nagar,half a day,
Thiruvanmiyur Beach, beach,12.98,80.26,relax,free,solo, Adyar,full day,
Neelangarai Beach, beach,12.95,80.26,relax,free,solo,Adyar,full day,
Broken Bridge, landmark,13.002,80.268,scenic,free,solo, Besant Nagar,full day,
Kottivakkam Beach, beach,12.96,80.26,relax,free,solo, Adyar,full day,
Palavakkam Beach, beach,12.94,80.26,relax,free,solo, Adyar,full day,
Thiruvalluvar Statue (Marina), monument,13.0639,80.2834,cultural,free,solo, T. Nagar,two hours,
Gandhi Statue (Marina), monument,13.0639,80.2834,historical,free,solo, T. Nagar,full day,
War Memorial (Marina), monument,13.0639,80.2834,historical,free,solo, T. Nagar,weekend trip,
Vivekanandar Illam, museum,13.0495,80.2803,historical,low,solo, Nungambakkam,weekend trip,
Birla Mandir, place_of_worship,13.01,80.27,spiritual,free,solo, Adyar,weekend trip,
ISKCON Temple, place_of_worship,13.02,80.19,spiritual,free,solo, T. Nagar,weekend trip,
Parthasarathy Temple Tank, water_body,13.0539,80.2764,scenic,free,solo, Nungambakkam,full day,
Adyar Poonga, park,13.01,80.25,nature,low,family, Adyar,weekend trip,
Kasturba Nagar Beach, beach,12.99,80.27,relax,free,solo, Adyar,full day,
Kovalam Beach, beach,12.79,80.25,relax,free,solo, Adyar,full day,
Mahabalipuram (Day Trip), historical,12.62,80.19,historical,mid,family, Adyar,full day,
Cholamandalam Artists' Village, art_gallery,12.9229,80.2517,artistic,low,solo, Adyar,two hours,
 Kalakshetra Craft Centre, art_gallery,12.99,80.27,artistic,low,solo, Adyar,two hours,
DakshinaChitra (Day Trip), cultural_center,12.82,80.25,cultural,mid,family,Adyar,weekend trip,
Taramani MRTS Station, landmark,12.98,80.24,misc,free,solo, Adyar,one hour,
74. Velachery Lake, water_body,12.98,80.22,scenic,free,solo, Adyar,full day,
Perungudi Lake, water_body,12.97,80.24,scenic,free,solo, Adyar,full day,
Pallikaranai Marshland, nature_reserve,12.94,80.21,nature,free,solo, Adyar,full day,
Guindy Snake Park, zoo,13.0033,80.2385,educational,low,family, Adyar,weekend trip,
